Date,Month,Year,State,Rural Arterial Miles,Urban Arterial Miles,All Miles,Rural Arterial Stations,Urban Arterial Stations,All Stations,Other Miles,Other Stations,Total VMT (Million),Year To Date VMT (Million),Moving 12-Month VMT (Million),VMT Change Rate(Monthly),VMT Change Rate (Annually),GDP in billions of current dollars,Monthly Labor Participation Rate,CPI,Inflation,Monthly Unemployment rate,Monthly Unemployment in tenth
2002-06-01,Jun,2002,Iowa,1213.552,0.0,0.0,136,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Kansas,928.778,0.0,0.0,131,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Kentucky,1317.485,0.0,0.0,52,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Louisiana,1083.88,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Maine,562.238,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Maryland,1039.44,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Massachusetts,573.07,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Michigan,2112.966,0.0,0.0,141,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Minnesota,1650.796,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Mississippi,1219.433,0.0,0.0,35,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Missouri,1956.154,0.0,0.0,64,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Montana,593.071,0.0,0.0,108,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Nebraska,792.313,0.0,0.0,48,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Nevada,365.104,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,New Hampshire,427.857,0.0,0.0,42,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,New Jersey,743.003,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,New Mexico,817.747,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,New York,1731.53,0.0,0.0,54,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,North Carolina,2284.354,0.0,0.0,36,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,North Dakota,326.537,0.0,0.0,46,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Ohio,2094.76,0.0,0.0,71,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Oklahoma,1160.665,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Oregon,1105.311,0.0,0.0,140,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Pennsylvania,2679.324,0.0,0.0,62,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Rhode Island,70.403,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,South Carolina,1796.071,0.0,0.0,28,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,South Dakota,460.477,0.0,0.0,42,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Tennessee,2053.877,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Texas,4429.483,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Utah,637.364,0.0,0.0,92,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Vermont,261.045,0.0,0.0,19,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Virginia,2115.127,0.0,0.0,138,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Washington,1073.383,0.0,0.0,65,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,West Virginia,778.802,0.0,0.0,12,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Wisconsin,2058.704,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-01,Jun,2002,Wyoming,472.242,0.0,0.0,              -,,,0.0,0.0,247868.0,1396362.0,2827457.0,0.15,2.33,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Alabama,1707.566,0.0,0.0,64,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Alaska,160.031,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Arizona,1231.993,0.0,0.0,7,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Arkansas,1165.07,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,California,4453.501,0.0,0.0,34,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Colorado,1168.154,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Connecticut,465.176,0.0,0.0,20,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Dist Of Columbia,0.0,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Florida,2735.35,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Georgia,2599.612,0.0,0.0,7,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Hawaii,152.605,0.0,0.0,4,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Idaho,536.226,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Illinois,1928.65,0.0,0.0,14,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Indiana,1822.073,0.0,0.0,33,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Iowa,1260.299,0.0,0.0,136,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Kansas,959.002,0.0,0.0,144,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Kentucky,1382.154,0.0,0.0,51,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Louisiana,1151.208,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Maine,610.594,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Maryland,1103.739,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Massachusetts,638.716,0.0,0.0,6,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Michigan,2251.296,0.0,0.0,139,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Minnesota,1750.856,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Mississippi,1270.093,0.0,0.0,37,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Missouri,2033.434,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Montana,668.549,0.0,0.0,98,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Nebraska,804.773,0.0,0.0,48,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Nevada,420.37,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,New Hampshire,489.008,0.0,0.0,43,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,New Jersey,778.548,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,New Mexico,870.11,0.0,0.0,62,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,New York,1991.806,0.0,0.0,52,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,North Carolina,2336.454,0.0,0.0,40,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,North Dakota,379.037,0.0,0.0,50,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Ohio,2235.692,0.0,0.0,73,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Oklahoma,1203.805,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Oregon,1213.267,0.0,0.0,136,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Pennsylvania,2877.69,0.0,0.0,62,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Rhode Island,76.523,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,South Carolina,1959.348,0.0,0.0,31,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,South Dakota,497.333,0.0,0.0,40,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Tennessee,2169.266,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Texas,4554.394,0.0,0.0,142,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Utah,684.24,0.0,0.0,85,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Vermont,299.871,0.0,0.0,20,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Virginia,2216.266,0.0,0.0,140,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Washington,1162.584,0.0,0.0,              -,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,West Virginia,847.603,0.0,0.0,17,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Wisconsin,2221.873,0.0,0.0,127,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-07-01,Jul,2002,Wyoming,531.034,0.0,0.0,,,,0.0,0.0,256392.0,1652755.0,2833486.0,0.21,2.35,10984.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Alabama,1553.995,0.0,0.0,64,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Alaska,150.627,0.0,0.0,52,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Arizona,1137.523,0.0,0.0,6,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Arkansas,1139.329,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,California,4521.833,0.0,0.0,31,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Colorado,1162.413,0.0,0.0,49,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Connecticut,475.802,0.0,0.0,16,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Dist Of Columbia,0.0,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Florida,2702.455,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Georgia,2428.76,0.0,0.0,3,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Hawaii,158.227,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Idaho,538.817,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Illinois,1968.398,0.0,0.0,20,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Indiana,1720.338,0.0,0.0,27,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Iowa,1270.76,0.0,0.0,138,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Kansas,950.086,0.0,0.0,144,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Kentucky,1382.927,0.0,0.0,53,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Louisiana,1191.508,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Maine,579.895,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Maryland,1137.777,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Massachusetts,574.716,0.0,0.0,3,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Michigan,2279.147,0.0,0.0,143,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Minnesota,1811.766,0.0,0.0,22,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Mississippi,1273.784,0.0,0.0,38,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Missouri,1981.373,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Montana,627.609,0.0,0.0,109,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Nebraska,804.158,0.0,0.0,50,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Nevada,415.407,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,New Hampshire,501.99,0.0,0.0,42,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,New Jersey,807.204,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,New Mexico,897.681,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,New York,2059.459,0.0,0.0,52,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,North Carolina,2275.272,0.0,0.0,33,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,North Dakota,348.103,0.0,0.0,32,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Ohio,2270.725,0.0,0.0,66,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Oklahoma,1265.235,0.0,0.0,37,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Oregon,1248.335,0.0,0.0,133,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Pennsylvania,2959.223,0.0,0.0,62,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Rhode Island,85.388,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,South Carolina,1885.168,0.0,0.0,28,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,South Dakota,521.536,0.0,0.0,40,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Tennessee,2076.711,0.0,0.0,              -,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Texas,4592.71,0.0,0.0,142,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Utah,676.882,0.0,0.0,86,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Vermont,309.055,0.0,0.0,20,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Virginia,2204.515,0.0,0.0,136,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Washington,1199.545,0.0,0.0,58,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,West Virginia,892.165,0.0,0.0,21,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Wisconsin,2215.355,0.0,0.0,86,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-08-01,Aug,2002,Wyoming,527.976,0.0,0.0,,,,0.0,0.0,258666.0,1911420.0,2838877.0,0.19,2.35,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Alabama,1325.257,0.0,0.0,66,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Alaska,119.037,0.0,0.0,52,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Arizona,867.007,0.0,0.0,4,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Arkansas,1017.382,0.0,0.0,              -,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,California,3578.938,0.0,0.0,44,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Colorado,1047.369,0.0,0.0,45,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Connecticut,161.917,0.0,0.0,15,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Dist Of Columbia,0.0,0.0,0.0,              -,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Florida,2379.926,0.0,0.0,              -,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Georgia,2126.175,0.0,0.0,2,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-01,Sep,2002,Hawaii,145.986,0.0,0.0,1,,,0.0,0.0,233625.0,2145045.0,2846190.0,0.26,2.67,0.0,0.0,0.0,0.0,0.0,0.0
