Date,Month,Year,Total VMT (Million),Year To Date VMT (Million),Moving 12-Month VMT (Million),VMT Change Rate(Monthly),VMT Change Rate (Annually)
11/01/2013,Nov,2013,240055.0,2747043.0,2985753.0,-0.01,0.37
12/01/2013,Dec,2013,241237.0,2988280.0,2988280.0,0.08,0.66
01/01/2014,Jan,2014,226413.0,226413.0,2985274.0,-0.1,0.5
02/01/2014,Feb,2014,213949.0,440361.0,2983420.0,-0.06,0.52
03/01/2014,Mar,2014,253424.0,693785.0,2983818.0,0.01,0.64
04/01/2014,Apr,2014,256885.0,950670.0,2988639.0,0.16,0.71
05/01/2014,May,2014,266237.0,1216907.0,2991470.0,0.09,0.72
06/01/2014,Jun,2014,263459.0,1480367.0,2994949.0,0.12,0.85
07/01/2014,Jul,2014,270053.0,1750419.0,3001055.0,0.2,0.93
08/01/2014,Aug,2014,268831.0,2019250.0,3001825.0,0.03,0.83
09/01/2014,Sep,2014,247688.0,2266938.0,3006978.0,0.17,0.88
10/01/2014,Oct,2014,265144.0,2532083.0,3013374.0,0.21,0.91
11/01/2014,Nov,2014,241451.0,2773534.0,3014771.0,0.05,0.97
12/01/2014,Dec,2014,252271.0,3025805.0,3025805.0,0.37,1.26
01/01/2015,Jan,2015,233498.0,233498.0,3032890.0,0.23,1.6
02/01/2015,Feb,2015,217220.0,450718.0,3036161.0,0.11,1.77
03/01/2015,Mar,2015,258017.0,708735.0,3040755.0,0.15,1.91
04/01/2015,Apr,2015,262817.0,971552.0,3046686.0,0.2,1.94
05/01/2015,May,2015,270839.0,1242391.0,3051288.0,0.15,2.0
06/01/2015,Jun,2015,270574.0,1512965.0,3058404.0,0.23,2.12
07/01/2015,Jul,2015,278372.0,1791338.0,3066723.0,0.27,2.19
08/01/2015,Aug,2015,272209.0,2063547.0,3070101.0,0.11,2.27
09/01/2015,Sep,2015,255090.0,2318636.0,3077503.0,0.24,2.35
10/01/2015,Oct,2015,268469.0,2587106.0,3080827.0,0.11,2.24
11/01/2015,Nov,2015,248843.0,2835949.0,3088219.0,0.24,2.44
12/01/2015,Dec,2015,259424.0,3095373.0,3095373.0,0.23,2.3
01/01/2016,Jan,2016,239679.0,239679.0,3101553.0,0.2,2.26
02/01/2016,Feb,2016,223011.0,462690.0,3107344.0,0.19,2.34
03/01/2016,Mar,2016,265147.0,727837.0,3114474.0,0.23,2.42
04/01/2016,Apr,2016,269653.0,997490.0,3121310.0,0.22,2.45
05/01/2016,May,2016,277972.0,1275462.0,3128444.0,0.23,2.53
06/01/2016,Jun,2016,276991.0,1552453.0,3134861.0,0.21,2.5
07/01/2016,Jul,2016,285160.0,1837614.0,3141649.0,0.22,2.44
08/01/2016,Aug,2016,279213.0,2116827.0,3148653.0,0.22,2.56
09/01/2016,Sep,2016,262039.0,2378866.0,3155602.0,0.22,2.54
10/01/2016,Oct,2016,275610.0,2654475.0,3162743.0,0.23,2.66
11/01/2016,Nov,2016,255154.0,2909630.0,3169054.0,0.2,2.62
12/01/2016,Dec,2016,264778.0,3174408.0,3174408.0,0.17,2.55
01/01/2017,Jan,2017,242600.0,242600.0,3177329.0,0.09,2.44
02/01/2017,Feb,2017,225644.0,468244.0,3179963.0,0.08,2.34
03/01/2017,Mar,2017,268343.0,736587.0,3183158.0,0.1,2.21
04/01/2017,Apr,2017,272864.0,1009451.0,3186370.0,0.1,2.08
05/01/2017,May,2017,281264.0,1290715.0,3189661.0,0.1,1.96
06/01/2017,Jun,2017,280290.0,1571005.0,3192960.0,0.1,1.85
07/01/2017,Jul,2017,288566.0,1859571.0,3196366.0,0.11,1.74
08/01/2017,Aug,2017,282558.0,2142130.0,3199711.0,0.1,1.62
09/01/2017,Sep,2017,265212.0,2407342.0,3202884.0,0.1,1.5
10/01/2017,Oct,2017,278888.0,2686230.0,3206162.0,0.1,1.37
11/01/2017,Nov,2017,258159.0,2944389.0,3209167.0,0.09,1.27
12/01/2017,Dec,2017,267958.0,3212347.0,3212347.0,0.1,1.2
01/01/2018,Jan,2018,244736.0,244736.0,3214483.0,0.07,1.17
02/01/2018,Feb,2018,227759.0,472496.0,3216598.0,0.07,1.15
03/01/2018,Mar,2018,270705.0,743201.0,3218961.0,0.07,1.12
04/01/2018,Apr,2018,275127.0,1018328.0,3221224.0,0.07,1.09
05/01/2018,May,2018,283713.0,1302041.0,3223673.0,0.08,1.07
06/01/2018,Jun,2018,282648.0,1584690.0,3226032.0,0.07,1.04
07/01/2018,Jul,2018,290989.0,1875678.0,3228454.0,0.08,1.0
08/01/2018,Aug,2018,284989.0,2160667.0,3230885.0,0.08,0.97
09/01/2018,Sep,2018,267434.0,2428101.0,3233107.0,0.07,0.94
10/01/2018,Oct,2018,281382.0,2709483.0,3235601.0,0.08,0.92
11/01/2018,Nov,2018,260473.0,2969956.0,3237915.0,0.07,0.9
12/01/2018,Dec,2018,270370.0,3240327.0,3240327.0,0.07,0.87
01/01/2019,Jan,2019,248927.0,248927.0,3244517.0,0.13,0.93
02/01/2019,Feb,2019,231791.0,480717.0,3248548.0,0.12,0.99
03/01/2019,Mar,2019,272379.0,753097.0,3250222.0,0.05,0.97
04/01/2019,Apr,2019,273413.0,1026509.0,3248508.0,-0.05,0.85
05/01/2019,May,2019,289711.0,1316221.0,3254506.0,0.18,0.96
06/01/2019,Jun,2019,281359.0,1597579.0,3253216.0,-0.04,0.84
07/01/2019,Jul,2019,291520.0,1889100.0,3253748.0,0.02,0.78
08/01/2019,Aug,2019,293308.0,2182408.0,3262068.0,0.26,0.97
09/01/2019,Sep,2019,273319.0,2455727.0,3267953.0,0.18,1.08
10/01/2019,Oct,2019,283961.0,2739689.0,3270533.0,0.08,1.08
11/01/2019,Nov,2019,260326.0,3000015.0,3270385.0,-0.0,1.0
12/01/2019,Dec,2019,261757.0,3261772.0,3261772.0,-0.26,0.66
01/01/2020,Jan,2020,260847.0,260847.0,3273692.0,0.37,0.9
02/01/2020,Feb,2020,242695.0,503542.0,3284596.0,0.33,1.11
03/01/2020,Mar,2020,226638.0,730180.0,3238854.0,-1.39,-0.35
04/01/2020,Apr,2020,167617.0,897797.0,3133059.0,-3.27,-3.55
05/01/2020,May,2020,221006.0,1118803.0,3064354.0,-2.19,-5.84
06/01/2020,Jun,2020,250330.0,1369133.0,3033325.0,-1.01,-6.76
07/01/2020,Jul,2020,265550.0,1634683.0,3007355.0,-0.86,-7.57
08/01/2020,Aug,2020,265060.0,1899743.0,2979106.0,-0.94,-8.67
09/01/2020,Sep,2020,257531.0,2157274.0,2963318.0,-0.53,-9.32
10/01/2020,Oct,2020,266596.0,2423871.0,2945953.0,-0.59,-9.92
11/01/2020,Nov,2020,238300.0,2662171.0,2923927.0,-0.75,-10.59
12/01/2020,Dec,2020,241451.0,2903622.0,2903622.0,-0.69,-10.98
01/01/2021,Jan,2021,224959.0,224959.0,2867734.0,-1.24,-12.4
02/01/2021,Feb,2021,207160.0,432119.0,2832199.0,-1.24,-13.77
03/01/2021,Mar,2021,262065.0,694185.0,2867627.0,1.25,-11.46
04/01/2021,Apr,2021,252218.0,946402.0,2952227.0,2.95,-5.77
05/01/2021,May,2021,276639.0,1223041.0,3007860.0,1.88,-1.84
06/01/2021,Jun,2021,279209.0,1502250.0,3036739.0,0.96,0.11
07/01/2021,Jul,2021,288443.0,1790693.0,3059632.0,0.75,1.74
08/01/2021,Aug,2021,279596.0,2070289.0,3074168.0,0.48,3.19
09/01/2021,Sep,2021,270461.0,2340750.0,3087097.0,0.42,4.18
10/01/2021,Oct,2021,277877.0,2618627.0,3098378.0,0.37,5.17
11/01/2021,Nov,2021,260433.0,2879060.0,3120511.0,0.71,6.72
12/01/2021,Dec,2021,261028.0,3140088.0,3140088.0,0.63,8.14
01/01/2022,Jan,2022,236055.0,236055.0,3151184.0,0.35,9.88
02/01/2022,Feb,2022,231137.0,467193.0,3175161.0,0.76,12.11
03/01/2022,Mar,2022,271869.0,739062.0,3184965.0,0.31,11.07
04/01/2022,Apr,2022,258001.0,997063.0,3190749.0,0.18,8.08
05/01/2022,May,2022,282678.0,1279741.0,3196788.0,0.19,6.28
06/01/2022,Jun,2022,277059.0,1556800.0,3194638.0,-0.07,5.2
07/01/2022,Jul,2022,281976.0,1838776.0,3188171.0,-0.2,4.2
08/01/2022,Aug,2022,284347.0,2123123.0,3192922.0,0.15,3.86
09/01/2022,Sep,2022,275638.0,2398760.0,3198098.0,0.16,3.6
10/01/2022,Oct,2022,280673.0,2679433.0,3200894.0,0.09,3.31
11/01/2022,Nov,2022,258728.0,2938161.0,3199189.0,-0.05,2.52
12/01/2022,Dec,2022,258030.0,3196191.0,3196191.0,-0.09,1.79
01/01/2023,Jan,2023,248718.0,248718.0,3208854.0,0.4,1.83
02/01/2023,Feb,2023,236170.0,484889.0,3213887.0,0.16,1.22
03/01/2023,Mar,2023,272758.0,757647.0,3214777.0,0.03,0.94
04/01/2023,Apr,2023,267308.0,1024955.0,3224083.0,0.29,1.04
05/01/2023,May,2023,289640.0,1305951.0,3222401.0,-0.05,0.8
06/01/2023,Jun,2023,285605.0,1591555.0,3230946.0,0.27,1.14
07/01/2023,Jul,2023,289796.0,1881351.0,3238766.0,0.24,1.59
08/01/2023,Aug,2023,290916.0,2172267.0,3245335.0,0.2,1.64
09/01/2023,Sep,2023,278035.0,2450302.0,3247733.0,0.07,1.55
10/01/2023,Oct,2023,284049.0,2734351.0,3251109.0,0.1,1.57
11/01/2023,Nov,2023,265139.0,2999490.0,3257520.0,0.2,1.82
12/01/2023,Dec,2023,258680.0,3246817.0,3246817.0,-0.33,1.58
01/01/2024,Jan,2024,246434.0,246434.0,3244533.0,-0.07,1.11
02/01/2024,Feb,2024,241014.0,487448.0,3249377.0,0.15,1.1
03/01/2024,Mar,2024,274585.0,762034.0,3251204.0,0.06,1.13
04/01/2024,Apr,2024,273224.0,1035258.0,3257120.0,0.18,1.02
05/01/2024,May,2024,293412.0,1320023.0,3277150.0,0.61,1.7
06/01/2024,Jun,2024,284514.0,1604623.0,3276145.0,-0.03,1.4
07/01/2024,Jul,2024,293344.0,1897967.0,3279693.0,0.11,1.26
08/01/2024,Aug,2024,294234.0,2192170.0,3282981.0,0.1,1.16
09/01/2024,Sep,2024,277804.0,2469981.0,3282757.0,-0.01,1.08
10/01/2024,Oct,2024,291939.0,2762034.0,3290760.0,0.24,1.22
11/01/2024,Nov,2024,266078.0,3028115.0,3291702.0,0.03,1.05
12/01/2024,Dec,2024,263012.0,3279079.0,3279079.0,-0.38,0.99
01/01/2025,Jan,2025,251270.0,251270.0,3283887.0,0.15,1.21
02/01/2025,Feb,2025,237323.0,488534.0,3280149.0,-0.11,0.95
03/01/2025,Mar,2025,277632.0,766324.0,3283354.0,0.1,0.99
04/01/2025,Apr,2025,277296.0,1043519.0,3287344.0,0.12,0.93
